beneficiary_id,full_name,id_number,mobile,email_address,date_of_birth,gender,county,sub_county,ward,postal_address,registration_date,status,training_center,training_area,skill_category,training_status,completion_status
VOC-001392,JUDITH KARANJA,81 803 895,25411176130,J.karanja@gmail.com,1969-12-05,M,Kiambu,Ruiru,Kahawa Sukari,"Plot 19, Lane 19, Kileleshwa",10/10/2023,ACTIVE,Eldoret Polytechnic,Electrical,Digital,In Progress,Not Started
VOC-001393,F. D. ATHMAN,61 471 131,+254 113-939-76,florence.athman@gmail.com,1988-11-04,M,Machakos,Yatta,Ikombe,"Plot 439, Lane 14, Parklands",20251106,ACTIVE,Kilifi Institute,Graphics Design,Hospitality,Dropped Out,Ongoing
VOC-001394,DENNIS OTULA,36135120,+25470932586,Dennis.otula@hotmail.com,1998-09-20,F,Nakuru,NakuruTownEast,Menengai,"House 60, Uhuru Drive, Outering",10/05/2023,ACTIVE,Nakuru Industrial Training Centre,Metalwork,Hospitality,Dropped Out,Completed
VOC-001395,NAIPANOI MBAKE,40-269-419,0114-945-42,naipanoi50@gmail.com,1952-12-14,M,Meru,North Imenti,Nkubu,"House 294, Garden Estate Street, Lenana",11/02/2023,INACTIVE,Thika Technical Training Institute,Welding,Technical,In Progress,Certified
VOC-001396,"MUTUNE, WAMBUI", 14558338,+254 117-109-21,N/A,1978-12-13,F,Meru,South Imenti,Igoji West,"Plot 82, Lane 15, Kilimani",20 Dec 2023,INACTIVE,Thika Technical Training Institute,Carpentry,Technical,In Progress,Certified
VOC-001397,NDUNGE GITHINJOI,97153508 ,0762-168-45,githinjiNdunge@gmail.com,1997-01-14,M,Kakamega,Shinyalu,Isukha North,"House 434, Langata Road, Uhuru",21-01-2025,INACTIVE,Kisumu Youth Skills Centre,Electrical,Hospitality,Dropped Out,Certified
VOC-001398,KORIR MWIKALI,95-510-088,011357135,Mwikali.korir@gmail.com,1977-09-07,F,Uasin Gishu,Ainabkoi,N/A,"Plot 366, Lane 13, Kangundo",Not Provided,ACTIVE,Bomet Youth Polytechnic,Welding,Technical,In Progress,Certified
VOC-001399,EVELYN AUMA,51968540,+25411836598,evelyn.auma@hotmail.com,2005-06-17,M,Mombasa,Likoni,Tsimba,"House 236, Kitisuru Avenue, Athi River",01-Feb-2025,INACTIVE,Machakos Technical Institute,Carpentry,Technical,Dropped Out,Not Started
VOC-001400,DIANA KINYUA WACHIRA,15838870 ,+254 114-450-80,Diana.wachira@gmail.com,1999-08-24,F,Mombasa,Changamwe,Chaani,"Plot 397, Lane 19, River Road",20240711,INACTIVE,Bomet Youth Polytechnic,Metalwork,Digital,Dropped Out,Completed
VOC-001401,CHEPKOECH KIPRONO CHEPKIRUI,37921512,+25471148218,chepkoech.chepkirui@gmail.com,1969-12-21,F,TRANS NZOIA,Kiminini,Sirende,"Plot 145, Lane 2, Garden Estate",14/03/2023,ACTIVE,Kilifi Institute,Graphics Design,Technical,Enrolled,Certified
VOC-001402,ALICE  RIMBERIA  CHERONO,38 673 273,070421388,alice.cherono@gmail.com,NA,M,Nairobi,N/A,NA,"Plot 101, Lane 10, Mugumo",15-Feb-2023,INACTIVE,Meru Vocational Centre,Catering,Digital,Enrolled,Completed
VOC-001403,KIPROTICH KINYA,66752122,+25411721187,k.kinya@yahoo.com,N/A,F,Bungoma,Kanduyi,West Sang'alo,"House 347, Lenana Avenue, Waiyaki",2025-08-18,INACTIVE,Kitale Technical College,Graphics Design,Digital,Enrolled,Completed
VOC-001404,M. MUTWIRI,88895533 ,+254 727-756-44,micah.mutwiri@outlook.com,2001-02-25,F,Trans Nzoia,Kwanza,Bidii,"Plot 474, Lane 20, Mugumo",10-08-2024,ACTIVE,Mombasa Technical Institute,Carpentry,Hospitality,Enrolled,Certified
VOC-001405,NEKESA KHAEMBA OLELA, 96417651,0111.932.51,Nekesa.olela@gmail.com,1969-07-21,F,Nairobi,Kibra,Woodley,"Plot 393, Lane 13, Moi Avenue",07/03/2025,INACTIVE,Eldoret Polytechnic,Masonry,Hospitality,In Progress,Certified
VOC-001406,BRENDA OLELA,89453898,+25475932828,b.o@gmail.com,Not Provided,M,Mombasa,NA,Mjambere,"House 17, Kiambu Drive, Kikuyu",10-03-2023,INACTIVE,Kisumu Youth Skills Centre,Graphics Design,Artisan,Completed,Certified
VOC-001407,CYNTHIA OBATI, 99849459,0113.510.81,NA,1988-12-15,F,Kiambu,Limuru,Bibirioni,"Plot 377, Lane 15, Tom Mboya",04/03/2025,ACTIVE,Not Provided,Catering,Digital,In Progress,Completed
VOC-001408,ONGERI KOROS,3285-9170,075977341,o@outlook.com,1970-04-12,F,Uasin Gishu,Turbo,Ngenyilel,Plot 358 Lane 2 Ruiru,05/01/2024,Inactive,Mombasa Technical Institute,Catering,HOSPITALITY,Completed,Certified
VOC-001409,ANYANGO BRAASA,74318409 ,077 430 575,A.barasa@gmail.com,1957-10-26,M,Kisumu,Kisumu West,West Kisumu,"House 117, Uhuru Street, Athi River",05-08-2024,ACTIVE,Bomet Youth Polytechnic,ICT,Hospitality,Dropped Out,Ongoing
VOC-001410,ONDITI NAIPANOI JEPKORIR,84211554,+25474564046,onditi.jepkorir@hotmail.com,1964-05-19,F,Bomet,Bomet Central,Mutarakwa,"Plot 222, Lane 14, Kikuyu",03/11/2025,INACTIVE,Kilifi Institute,Plumbing,Digital,In Progress,Not Started
VOC-001411,NANJALA  TERESA  NDUNDA,86 149 917,+254 798 310 72,Nanjala.ndunda@outlook.com,1989-11-12,M,Meru,Tigania West,Not Provided,"House 230, Argwings Kodhek Avenue, Kileleshwa",NA,INACTIVE,Kitale Technical College,Carpentry,Hospitality,Dropped Out,Not Started
VOC-001412,WACHIRA AUAM,84-335-596,+25473205253,wachiraauma@gmail.com,2002-08-06,M,Kakamega,Lugari,Manda/Shivanga,"House 50, Mugumo Avenue, Thika Superhighway",25-Aug-2024,INACTIVE,Kilifi Institute,Electrical,Digital,Enrolled,Certified
VOC-001413,MULWA MSILA, 53365278,+254 114-892-47,Mulwa_musila@yahoo.com,1995-03-04,F,Nyeri,Kieni,Mweiga,"Plot 70, Lane 19, Jogoo",2025-02-01,INACTIVE,Kisumu Youth Skills Centre,Carpentry,Technical,Completed,Ongoing
VOC-001414,"NALIAKA, BARNABAS",74-220-011,+254 734 400 65,Barnabas.naliaka@gmail.com,N/A,F,Not Provided,Turkana West,Lopur,"Plot 325, Lane 20, Kitisuru",14 Jan 2025,ACTIVE,Kitale Technical College,Metalwork,Artisan,In Progress,Ongoing
VOC-001415,"MAINA, NICHOLAS",6231-3993,0755.110.17,nicholas_maina@gmail.com,2003-06-15,F,Nakuru,Gilgil,Gilgil,"Plot 88, Lane 3, Argwings Kodhek",2025-05-01,ACTIVE,Bomet Youth Polytechnic,Graphics Design,Technical,Enrolled,Completed
VOC-001416,BAYA FAITH JUDITH,78-812-902,+254 738 240 69,Faith.baya@gmail.com,1997-09-19,M,Uasin Gishu,Kapseret,Megun,"Plot 57, Lane 19, Ruaraka",2025-02-03,INACTIVE,Eldoret Polytechnic,Graphics Design,Technical,Completed,Certified
VOC-001417,ONSONGO KIIHIKA,74 145 640,+254 763-778-90,onsongo.kihika@gmail.com,N/A,F,Nakuru,Not Provided,Turi,"House 239, Juja Drive, Tom Mboya",10-Nov-24,INACTIVE,NA,Plumbing,Technical,Dropped Out,Not Started
VOC-001418,OWUOR KIPKORIR,31465712,+25471396759,kipkorirOwuor@gmail.com,1981-04-26,F,Kilifi,Ganze,Sokoke,"House 419, Mugumo Road, Outering",11-May-2024,ACTIVE,Thika Technical Training Institute,Graphics Design,Digital,Dropped Out,Ongoing
VOC-001419,MUKAMI REBECCA AUMA,25226934,+25473300039,mukami.auma@gmail.com,1995-12-20,M,Kakamega,Butere,Marama Central,"Plot 94, Lane 19, Moi Avenue",07-10-2024,ACTIVE,Machakos Technical Institute,Catering,Hospitality,In Progress,Certified
VOC-001420,DEBORAH MURIUIK,4129-1228,0795.617.44,Dmuriuki@hotmail.com,2000-09-06,F,Nairobi,Westlands,Kangemi,"Plot 215, Lane 16, Lavington",08-Nov-2023,ACTIVE,Thika Technical Training Institute,Electrical,Digital,Dropped Out,Not Started
VOC-001421,BEATRICE KIMUTA,12648580 ,0734.860.65,B.kimutai@gmail.com,1978-04-02,M,Bomet,Bomet Central,Mutarakwa,"House 40, Ruaraka Road, Kiambu Road",2025-04-11,ACTIVE,Thika Technical Training Institute,Carpentry,Technical,Dropped Out,Ongoing
VOC-001422,ELIZABETH KARANJAA,54 988 861,25479791567,elizabeth.karanja@hotmail.com,NA,male,Kakamega County,Butere,Marama South,"House 61, Mombasa Road Street, Kikuyu",NA,ACTIVE,Meru Vocational Centre,Masonry,TECHNICAL,Enrolled,Certified
VOC-001423,O. B. KOROSS, 32859170,075 977 341,o.k@outlook.com,1970-04-12,F,Uasin Gishu,Turbo,Ngenyilel,Plot 358 Lane 2 Ruiru,05/01/2024,Inactive,Mombasa Technical Institute,Catering,HOSPITALITY,Completed,Certified
VOC-001424,MARK  MOSES  MARETE,63223998 ,+254 117 663 47,Mark.marete@hotmail.com,NA,F,Bomet,Bomet East,Kembu,"Plot 5, Lane 1, Waiyaki",30-Aug-2023,INACTIVE,Eldoret Polytechnic,Masonry,Digital,Dropped Out,Not Started
VOC-001425,EZEKIEL STEPHEN KANAMPIU,NA,+25471498281,kanampiuEzekiel@gmail.com,1989-01-22,M,Nairobi,Kibra,Lindi,"Plot 57, Lane 12, Outering",10-Oct-24,ACTIVE,Nairobi Vocational Training Centre,Hairdressing,Artisan,Completed,Ongoing
VOC-001426,MUTHURI ANN MITEI,13714003,+25474842233,muthuri.mitei@yahoo.com,1971-08-10,M,Trans Nzoia,Cherangany,Cherangany/Suwerwa,"House 60, River Road Drive, Kilimani",30/01/2025,INACTIVE,Eldoret Polytechnic,Catering,Technical,Dropped Out,Ongoing
VOC-001427,NICHOLAS MAINA,18684457,+25475209249,nicholas.maina@gmail.com,2003-06-15,F,Nakuru,Gilgil,Gilgil,"Plot 175, Lane 15, Garden Estate",2025-01-27,ACTIVE,Bomet Youth Polytechnic,Graphics Design,Technical,Enrolled,Completed
VOC-001428,ANNA MUSYOKA,20311123,+254741170016,Anna.musyoka@gmail.com,1959-05-08,M,Kiambu,Kiambu,Ting'ang'a,"Plot 391, Lane 5, Kiambu Road",14/01/2025,INACTIVE,Kakamega Youth Polytechnic,ICT,Hospitality,Completed,Certified
VOC-001429,VERONICA MUSYOKA,37183509,+254741043781,veronica.musyoka@gmail.com,1997-02-11,M,Nakuru,Rongai,Solai,"House 447, Westlands Road, Waiyaki",20250411,ACTIVE,Kitale Technical College,Masonry,Digital,Enrolled,Certified
VOC-001430,JANE ONSONGO,13006710,+25476925897,jane.onsongo@outlook.com,1964-07-15,M,Bomet,Sotik,Rongena/Manaret,"House 146, Kiambu Street, Kitisuru",2024-06-28,ACTIVE,Nakuru Industrial Training Centre,Catering,Digital,Completed,Completed
VOC-001431,DENNIS AWUOR ONGERI,55127012,+25471618139,dennis.ongeri@gmail.com,2005-12-18,F,Kiambu,Githunguri,Githiga,"Plot 272, Lane 15, River Road",08-06-2025,ACTIVE,Bomet Youth Polytechnic,Catering,Hospitality,Dropped Out,Ongoing
VOC-001432,SYOMBUA OGERO,13950626,+25471333834,syombua.ogero@outlook.com,1968-04-28,M,N/A,Kisumu East,Nyalenda 'A',"House 461, Waiyaki Road, Thika",25/10/2023,NA,Machakos Technical Institute,Catering,Digital,Completed,Ongoing
VOC-001433,NAISULA KIPCHIRCHIR OGERO,40868348,+25479978477,Not Provided,1994-10-09,F,Mombasa,Likoni,N/A,"Plot 461, Lane 1, Kangundo",Not Provided,INACTIVE,Meru Vocational Centre,Tailoring,Digital,In Progress,Ongoing
VOC-001434,KIPRONO SUSAN MOMANYI,76317993,+25472471267,kiprono.momanyi@yahoo.com,1994-01-06,M,Meru,Igembe South,Nkondi,"Plot 299, Lane 7, Uhuru",30-May-2025,INACTIVE,Kilifi Institute,Tailoring,Digital,Dropped Out,Certified
VOC-001435,ANDREW MUTINDA,44601903,+254741027068,Andrew.mutinda@outlook.com,1990-01-11,M,Machakos,Yatta,Matuu,"Plot 63, Lane 15, Westlands",2025-10-08,ACTIVE,Meru Vocational Centre,Plumbing,Technical,Dropped Out,Completed
VOC-001436,NAMUKHULA CYNTHIA KIPCHIRCHIR,33622962,+25411762209,namukhula.kipchirchir@gmail.com,23-May-1990,F,Bomet,Bomet Central,Silibwet Township,"Plot 307, Ln 3, Jogoo",29-01-2023,Pending,Meru Vocational Centre,Graphics Design,TECHNICAL,Completed,Completed
VOC-001437,JANE DIANA OTULA,23088713,+25470254710,jane.otula@hotmail.com,2005-02-19,M,Bomet,Chepalungu,Siongiroi,"Plot 231, Lane 2, Kangundo",2025-12-28,INACTIVE,Nakuru Industrial Training Centre,Carpentry,Technical,In Progress,Ongoing
VOC-001438,ALICE BARASA,87125207,+254747364613,alice.barasa@gmail.com,1985-08-21,M,Kiambu,Kikuyu,Sigona,"House 36, Mugumo Drive, Outering",25-08-2025,INACTIVE,Mombasa Technical Institute,Masonry,Technical,Dropped Out,Certified
VOC-001439,VICTOR KENEY,61646136,+25411294687,Victor.kenei@yahoo.com,1993-08-17,M,Nakuru,Rongai,Soin,"Plot 342, Lane 18, Jogoo",20230224,INACTIVE,Kisumu Youth Skills Centre,Metalwork,Technical,Enrolled,Ongoing
VOC-001440,MUKAMI MUSALIA,Not Provided,+25475689152,Not Provided,08/01/1961,FEMALE,Nakuru,Molo,Marioshoni,N/A,20 Jan 2023,A,Eldoret Polytechnic,Hairdressing,ARTISAN,Dropped Out,Certified
VOC-001441,BRIDGET OCHIENG NALIAKA,27412570,+25474352141,Bridget.naliaka@hotmail.com,1991-01-14,F,Nairobi,Kibra,Sarang'ombe,"Plot 104, Lane 1, Karen",11-07-2025,ACTIVE,Thika Technical Training Institute,Plumbing,Artisan,Dropped Out,Not Started
VOC-001442,REBECCA OMAR,89512284,+254747134496,Rebecca62@hotmail.com,N/A,FEMALE,Trans Nzoia,Not Provided,Matumbei,N/A,2025-05-15,I,Bomet Youth Polytechnic,Welding,DIGITAL,In Progress,Completed
VOC-001443,KAGENDO CHEPKIRUI,22509453,+254747285351,kagendo.chepkirui@gmail.com,1970-08-13,F,Kiambu,Lari,Kamburu,"Plot 444, Lane 18, Garden Estate",12/03/2024,ACTIVE,Nakuru Industrial Training Centre,Masonry,Technical,Dropped Out,Not Started
VOC-001444,THOMAS NABEA,42643518,+25478916728,thomas.nabea@hotmail.com,1974-04-13,M,Bungoma,Kimilili,Kamukuywa,"Plot 383, Lane 12, Thika Superhighway",09/04/2024,ACTIVE,Nairobi Vocational Training Centre,Masonry,Technical,Completed,Completed
VOC-001445,DENNIS KIPROTICH MUMO,41564181,+25478156090,dennis.mumo@gmail.com,1966-01-23,M,Kilifi,Kilifi North,Tezo,"House 457, Lenana Drive, Tom Mboya",2023-07-25,INACTIVE,Bomet Youth Polytechnic,Metalwork,Artisan,Enrolled,Completed
VOC-001446,MARETE KAMOTHO,45-635-935,+254747620595,Marete.kamotho@gmail.com,1957-04-10,F,Trans Nzoia,Kiminini,Nabiswa,"Plot 217, Lane 18, Mugumo",2023-09-08,ACTIVE,Kitale Technical College,Carpentry,Technical,Dropped Out,Not Started
VOC-001447,JONATHAN ESTHER NYAMBANE,71767441,+25473709621,jonathan.nyambane@gmail.com,1976-05-20,M,Kilifi,Kilifi South,Not Provided,NA,08/04/2024,INACTIVE,Mombasa Technical Institute,Tailoring,Hospitality,Completed,Ongoing
VOC-001448,GICHURU KIPKEMBOI,24257246,+254747177836,Gichuru.kipkemboi@gmail.com,1975-06-24,F,Kiambu,Lari,Nyanduma,"House 23, Westlands Street, Ngong",01-07-2023,ACTIVE,Kakamega Youth Polytechnic,Tailoring,Technical,In Progress,Ongoing
VOC-001449,MARY MWAKIDEU,69737360,+25478137959,mary.mwakideu@yahoo.com,1964-11-27,F,Machakos,Machakos Town,Mutituni,NA,2024-07-20,INACTIVE,Kisumu Youth Skills Centre,Carpentry,Technical,Dropped Out,Completed
VOC-001450,HANNAH KINYUA,99307261,+254747638487,hannah.kinyua@gmail.com,1964-02-13,F,Mombasa,Mvita,Shimanzi,"Plot 406, Lane 20, Lenana",09-05-2024,INACTIVE,Machakos Technical Institute,Automotive,Artisan,In Progress,Ongoing
VOC-001451,RIMBERIA NJERI ATIENO,63895959,+25472582201,Rimberia.atieno@hotmail.com,1981-08-03,F,Turkana,Loima,Loima,Not Provided,07/07/2023,ACTIVE,Thika Technical Training Institute,Catering,Digital,Completed,Not Started
VOC-001452,MWANGI AKINYI NALIAKA,19447877,+25477584249,Mwangi.naliaka@outlook.com,1987-09-18,F,Kilifi,Kaloleni,Kayafungo,"Plot 71, Lane 11, Waiyaki",2023-04-22,INACTIVE,Eldoret Polytechnic,Metalwork,Artisan,Completed,Not Started
VOC-001453,JONAH NAHUM BETT,83299258,+25478532477,jonah.bett@outlook.com,1986-04-27,M,Mombasa,Kisauni,Bamburi,"House 366, Westlands Avenue, Ruiru",27-Feb-2023,INACTIVE,Kisumu Youth Skills Centre,Automotive,Hospitality,In Progress,Ongoing
VOC-001454,ADOYO SENTEU,47721843,+25410609249,Asenteu@outlook.com,01-Jul-96,Male,Bungoma,Kabuchai,Bwake/Luuya,"PLOT 304, LANE 10, KILIMANI",14-Nov-2024,I,Machakos Technical Institute,Welding,TECHNICAL,In Progress,Ongoing
VOC-001455,KIPKEMBOI MUTWIRI NDUNDA,91683184,+25472515673,kipkemboi.ndunda@hotmail.com,1982-01-08,M,Bomet,Sotik,Chemagel,"House 322, Lenana Road, Karen",2023-07-22,INACTIVE,Nakuru Industrial Training Centre,ICT,Hospitality,Dropped Out,Not Started
VOC-001456,MUTUA JOSHUA MUSALIA,31003985,+25410464095,mutua.musalia@hotmail.com,2001-02-05,F,Bungoma,Sirisia,Malakisi/South Kulisiru,"Plot 369, Lane 8, Kasarani",13/12/2024,ACTIVE,Kisumu Youth Skills Centre,ICT,Hospitality,Completed,Completed
VOC-001457,J. W. JEBET,79762268,+25473579992,Jjebet@yahoo.com,05/19/1967,F,Mombasa,Jomvu,Mikindani,Plot 270 Lane 1 Parklands,13/02/2025,INACTIVE,Kitale Technical College,Graphics Design,HOSPITALITY,In Progress,Not Started
VOC-001458,MUMO KORIR,22465245,+25476264162,Mumo.korir@yahoo.com,1975-08-04,F,Meru,South Imenti,Abogeta East,"Plot 138, Lane 20, Karen",05-01-2023,INACTIVE,Kitale Technical College,Carpentry,Technical,Completed,Certified
VOC-001459,ESTHER BAYA,61543986,+25479282186,Esther.baya@gmail.com,2005-08-15,M,Mombasa,Changamwe,Not Provided,"Plot 376, Lane 6, Kileleshwa",23-04-2024,INACTIVE,NA,Masonry,Technical,Completed,Ongoing
VOC-001460,FLORA MUMO,77395281,+254747838437,flora.mumo@outlook.com,1981-10-10,M,Uasin Gishu,Ainabkoi,Racecourse,"House 196, Ngong Drive, Langata",25 Jan 2024,ACTIVE,Thika Technical Training Institute,Catering,Technical,Enrolled,Not Started
VOC-001461,CHEPKOECH RONO,38 219 921,+254747213074,Chepkoech.rono@yahoo.com,1990-10-01,M,Nakuru,Molo,Marioshoni,"Plot 148, Lane 9, Moi Avenue",28-Feb-25,INACTIVE,Bomet Youth Polytechnic,Automotive,Hospitality,Completed,Not Started
VOC-001462,DOROTHY MAINA,13165956,+254741164001,dorothy.maina@yahoo.com,NA,M,Nairobi County,NA,Mutuini,"Plot 108, Lane 12, Mombasa Road",06/29/2023,ACTIVE,Nakuru Industrial Training Centre,Metalwork,Hospitality,In Progress,Certified
VOC-001463,ALICE OCHIENG,11382079,+254747085182,alice.ochieng@gmail.com,1977-06-26,F,Kakamega County,Khwisero,Kisa East,"Plot 190, Lane 14, Ruiru",2024-05-26,INACTIVE,Nairobi Vocational Training Centre,Plumbing,Hospitality,Completed,Certified
VOC-001464,CHEROTICH WABOMBA,53434492,+25473629295,Cherotich.wabomba@yahoo.com,1979-01-27,F,Kilifi,Kaloleni,Kayafungo,"Plot 153, Lane 9, Moi Avenue",07/11/2024,INACTIVE,Bomet Youth Polytechnic,Hairdressing,Hospitality,Enrolled,Ongoing
VOC-001465,KARIUKI ONDITI NYAMBANE,61560733,+25471889115,kariuki.nyambane@gmail.com,1984-06-09,M,Kakamega,Shinyalu,Isukha South,"Plot 362, Lane 9, Kileleshwa",2024-11-20,ACTIVE,Mombasa Technical Institute,Masonry,Digital,Dropped Out,Not Started
VOC-001466,BRIDGET TOWEETT,16206378 ,+25411581632,bridget.towett@yahoo.com,1968-10-11,M,Mombasa,Kisauni,Mtopanga,"House 127, Uhuru Avenue, Langata",2023-09-18,INACTIVE,Bomet Youth Polytechnic,Catering,Hospitality,Enrolled,Certified
VOC-001467,CECILIA ERICK CHEPKWONY,26812955,+25472666888,cecilia.chepkwony@outlook.com,1974-05-25,M,Trans Nzoia,Saboti,Saboti,"House 277, Lenana Avenue, Kilimani",05/05/2024,INACTIVE,Meru Vocational Centre,Automotive,Digital,Dropped Out,Not Started
VOC-001468,GICHURU MBUTHIA,24702917,010418656,gichuru.mbuthia@gmail.com,2000-12-25,F,Uasin Gishu,Moiben,Tembelio,"Plot 335, Lane 18, Langata",04/05/2025,ACTIVE,Machakos Technical Institute,Metalwork,Technical,Dropped Out,Ongoing
VOC-001469,ONSONGO KIHIKA,41543452,+25476328598,Onsongo.kihika@outlook.com,1979-10-28,F,Nakuru,Molo,Turi,"Plot 184, Lane 18, Lenana",19-12-2023,INACTIVE,Kitale Technical College,Plumbing,Technical,Dropped Out,Not Started
VOC-001470,EMILY MUKHWANA,77919411,+25473500714,emily.mukhwana@yahoo.com,1993-09-09,M,Bungoma,Webuye West,Matulo,"House 257, Thika Superhighway Street, Mombasa Road",10-10-2025,INACTIVE,Nakuru Industrial Training Centre,ICT,Digital,Completed,Not Started
VOC-001471,ANN JEBET,78170461,+25475188629,ann.jebet@yahoo.com,2000-01-08,M,Kilifi,Ganze,Sokoke,"House 366, Limuru Road, Kangundo",24-05-2023,INACTIVE,Kakamega Youth Polytechnic,Hairdressing,Technical,Dropped Out,Certified
VOC-001472,OJWANG MUSALIA,58-149-984,+25473170139,Ojwang.musalia@yahoo.com,1993-06-15,M,Nyeri,N/A,Rware,"Plot 229, Lane 2, Kileleshwa",26-01-2025,INACTIVE,NA,Electrical,Technical,In Progress,Completed
VOC-001473,THOMAS RUTH JEPKOECH,45505877,+25472420178,Thomas.jepkoech@yahoo.com,1989-08-05,M,Kakamega,Mumias West,West Wanga,"Plot 408, Lane 18, Karen",20241105,INACTIVE,Nakuru Industrial Training Centre,Metalwork,Digital,Enrolled,Ongoing
VOC-001474,ONSONGO MWANG,47743510,+25478538768,onsongo.mwangi@gmail.com,1983-02-03,F,Kakamega,Ikolomani,Idakho North,"Plot 41, Lane 14, Mombasa Road",15 Jan 2023,ACTIVE,Kakamega Youth Polytechnic,Catering,Artisan,Enrolled,Ongoing
VOC-001475,CATHERINE JANET KIVUVA,93802954,NA,catherine.kivuva@outlook.com,Not Provided,M,N/A,Ruiru,Kahawa Sukari,"Plot 403, Lane 3, Ngong",2025-03-18,ACTIVE,Kitale Technical College,Tailoring,Artisan,In Progress,Ongoing
VOC-001476,ADHIAMBO MUTISYA,39051323,+25410408590,adhiambo.mutisya@gmail.com,1984-03-22,M,Nyeri,Nyeri Town,Kiganjo/Mathari,"Plot 274, Lane 4, Jogoo",06-Dec-24,INACTIVE,Kilifi Institute,ICT,Technical,In Progress,Not Started
VOC-001477,GITONGA CHEPKWONY,97854048,+25411431998,gitonga.chepkwony@gmail.com,1979-06-15,M,Kiambu,Limuru,Ndeiya,"Plot 440, Lane 14, Athi River",2023-03-20,INACTIVE,Nakuru Industrial Training Centre,Metalwork,Technical,Dropped Out,Not Started
VOC-001478,RWERIA MAINA,63153840,+25476667382,rweria.maina@yahoo.com,10-Dec-1977,F,Nairobi,Dagoretti South,Uthiru,"Plot 310, Ln 2, Jogoo",17/06/2024,I,Kisumu Youth Skills Centre,Graphics Design,TECHNICAL,Dropped Out,Not Started
VOC-001479,ZECHARIAH MUSILA,19299933,+25472171676,Zechariah.musila@hotmail.com,1999-11-08,M,Nairobi,Lang'ata,Nairobi West,"Plot 290, Lane 10, Uhuru",11 Jun 2023,ACTIVE,Kisumu Youth Skills Centre,Graphics Design,Digital,Enrolled,Ongoing
VOC-001480,BRENDA TSUMA,51690952,+254747339150,brenda.tsuma@yahoo.com,1993-11-05,F,Kakamega,Shinyalu,Isukha North,"House 127, Kilimani Avenue, Kileleshwa",29/03/2023,INACTIVE,Bomet Youth Polytechnic,Metalwork,Technical,Enrolled,Ongoing
VOC-001481,DIANA KASINA,65862979,+25411763702,Diana.kasina@yahoo.com,1983-02-04,F,Mombasa,Mvita,Tudor,"House 213, Mombasa Road Avenue, Kangundo",02-Feb-2023,ACTIVE,Machakos Technical Institute,Hairdressing,Artisan,In Progress,Not Started
VOC-001482,AOKO MUTUA,55851243,+254747183950,Aoko.mutua@outlook.com,1988-02-26,F,Machakos,Kangundo,Kangundo East,"House 86, Likoni Road, Outering",20240809,INACTIVE,Meru Vocational Centre,Automotive,Technical,Dropped Out,Certified
VOC-001483,DANIEL KARANJA,79947239,+25411607265,Daniel.karanja@gmail.com,1979-06-18,M,Bungoma,Sirisia,Lwandanyi,"Plot 253, Lane 15, Argwings Kodhek",19-09-2025,ACTIVE,Eldoret Polytechnic,Welding,Digital,In Progress,Certified
VOC-001484,AOKO ONGERI, 30498626,+25473100045,aoko.ongeri@gmail.com,1977-02-17,F,Kilifi,Kaloleni,Kaloleni,"Plot 312, Lane 12, Garden Estate",20240610,ACTIVE,Kilifi Institute,ICT,Digital,Completed,Completed
VOC-001485,KASINA ZEPHANIAH KARANJA,80654070,+25478100207,K.k@gmail.com,01/03/1971,F,Kilifi,Kilifi North,Tezo,"Plot 277, Lane 17, Kiambu",2023-06-03,Inactive,Thika Technical Training Institute,Masonry,HOSPITALITY,Dropped Out,Ongoing
VOC-001486,KALOKI LUBANGA,47793513,+254747777531,kaloki.lubanga@yahoo.com,1985-10-08,F,Mombasa,Nyali,Ziwa la Ng'ombe,"Plot 198, Lane 3, Kiambu",24 Oct 2023,INACTIVE,Thika Technical Training Institute,ICT,Technical,In Progress,Ongoing
VOC-001487,KIPKEMOI KEMEI, 51713300,+25479154423,kipkemoi.kemei@outlook.com,1979-12-07,F,Uasin Gishu,Ainabkoi,Kapsoya,"Plot 150, Lane 6, Ruiru",30/09/2023,ACTIVE,Bomet Youth Polytechnic,Catering,Hospitality,In Progress,Completed
VOC-001488,KINYA KENGA,96791146,+25471640145,kinya.kenga@gmail.com,1975-09-12,F,Nakuru,Gilgil,Gilgil,"House 394, Kileleshwa Road, Athi River",11/29/2023,ACTIVE,Kakamega Youth Polytechnic,Electrical,Technical,In Progress,Ongoing
